0.00E+00,0.00E+00
1.00E-07,-2.32E-03
2.00E-07,-1.49E-02
3.00E-07,-3.34E-02
4.00E-07,-3.64E-02
5.00E-07,-1.23E-16
6.00E-07,7.97E-02
7.00E-07,1.72E-01
8.00E-07,2.21E-01
9.00E-07,1.69E-01
1.00E-06,4.87E-16
1.10E-06,-2.39E-01
1.20E-06,-4.46E-01
1.30E-06,-5.05E-01
1.40E-06,-3.49E-01
1.50E-06,-4.21E-16
1.60E-06,4.19E-01
1.70E-06,7.30E-01
1.80E-06,7.79E-01
1.90E-06,5.08E-01
2.00E-06,1.50E-15
2.10E-06,-5.51E-01
2.20E-06,-9.18E-01
2.30E-06,-9.36E-01
2.40E-06,-5.85E-01
2.50E-06,0.00E+00
2.60E-06,5.85E-01
2.70E-06,9.36E-01
2.80E-06,9.18E-01
2.90E-06,5.51E-01
3.00E-06,9.14E-16
3.10E-06,-5.08E-01
3.20E-06,-7.79E-01
3.30E-06,-7.30E-01
3.40E-06,-4.19E-01
3.50E-06,4.21E-16
3.60E-06,3.49E-01
3.70E-06,5.05E-01
3.80E-06,4.46E-01
3.90E-06,2.39E-01
4.00E-06,1.35E-15
4.10E-06,-1.69E-01
4.20E-06,-2.21E-01
4.30E-06,-1.72E-01
4.40E-06,-7.97E-02
4.50E-06,-2.16E-16
4.60E-06,3.64E-02
4.70E-06,3.34E-02
4.80E-06,1.49E-02
4.90E-06,2.32E-03
5.00E-06,0.00E+00
